n,seconds
1497,0.0363366170
1498,0.0365481530
1499,0.0367030730
1500,0.0364219750
1501,0.0363178200
1502,0.0371964280
1503,0.0379145380
1504,0.0401708210
1505,0.0412419890
1506,0.0387512920
1507,0.0390715920
1508,0.0395394720
1509,0.0395882010
1510,0.0401898650
1511,0.0403051470
1512,0.0403478000
1513,0.0407511230
1514,0.0407863270
1515,0.0403164760
1516,0.0389208810
1517,0.0410826980
1518,0.0407661070
1519,0.0390772750
1520,0.0411260080
1521,0.0392763590
1522,0.0385008990
1523,0.0397627230
1524,0.0383402360
1525,0.0383932360
1526,0.0388514070
1527,0.0388625100
1528,0.0386482960
1529,0.0386975540
1530,0.0523951600
1531,0.0434937770
1532,0.0512445330
1533,0.0519639260
1534,0.0514985560
1535,0.0612076730
1536,0.0481188000
1537,0.0576930490
1538,0.0689711870
1539,0.0532479150
1540,0.0459294600
1541,0.0494029260
1542,0.0464753130
1543,0.0488041620
1544,0.0468787870
1545,0.0483819440
1546,0.0670954210
1547,0.0925257850
1548,0.1074091530
1549,0.0544085370
1550,0.0508311680
1551,0.0726741080
1552,0.0489695290
1553,0.0498576010
1554,0.0534717540
1555,0.0551483680
1556,0.0483572560
1557,0.0467433140
1558,0.0464823920
1559,0.0452714800
1560,0.0459402230
1561,0.0472809450
1562,0.0476101620
1563,0.0494841940
1564,0.0540503870
1565,0.0572282610
1566,0.0499192230
1567,0.0461944560
1568,0.0440118860
1569,0.0439249380
1570,0.0436613030
1571,0.0432783930
1572,0.0484095100
1573,0.0418052030
1574,0.0442542280
1575,0.0422225900
1576,0.0719436790
1577,0.1421725900
1578,0.1304894820
1579,0.0991803210
1580,0.1117609760
1581,0.0932598080
1582,0.0560354530
1583,0.0503633620
1584,0.0967306910
1585,0.0953403680
1586,0.0516979580
1587,0.0491656200
1588,0.0586801250
1589,0.0506033760
1590,0.0481924700
1591,0.0512625440
1592,0.0567903800
1593,0.0555228630
1594,0.0488053990
1595,0.0450516700
1596,0.0446394860
1597,0.0454741150
1598,0.0417569620
1599,0.0425163010
1600,0.0429815380
1601,0.0424015290
1602,0.0421189090
1603,0.0421510380
1604,0.0513980480
1605,0.0468867290
1606,0.0520385890
1607,0.0504025810
1608,0.0484126420
1609,0.0560266100
1610,0.1451207960
1611,0.1347292980
1612,0.1284438150
1613,0.1029373480
1614,0.1058777460
1615,0.1070848130
1616,0.1105750980
1617,0.1035292600
1618,0.1102198640
1619,0.1104075740
1620,0.0983771920
1621,0.0759525530
1622,0.0747712540
1623,0.0655224410
1624,0.0562738050
1625,0.0551500680
1626,0.0716153140
1627,0.0533693470
1628,0.0708610180
1629,0.0504097500
1630,0.0657146160
1631,0.0515823000
1632,0.0497632980
1633,0.0515261370
1634,0.0498722560
1635,0.0505598600
1636,0.0512709980
1637,0.0510230770
1638,0.0506675290
1639,0.0512940030
1640,0.0512900780
1641,0.0944705590
1642,0.0579256890
1643,0.0623608680
1644,0.0726965400
1645,0.0847866630
1646,0.1071697560
1647,0.1161335680
1648,0.1226061670
1649,0.1337301500
1650,0.1332599250
1651,0.0873018000
1652,0.0990353020
1653,0.0785099130
1654,0.0861057020
1655,0.0701622820
1656,0.1146594250
1657,0.0988772800
1658,0.0848800210
1659,0.0863841800
1660,0.0773051150
1661,0.0850912040
1662,0.0741377690
1663,0.0973756720
1664,0.0669124760
1665,0.0567261280
1666,0.0688470710
1667,0.0790451350
1668,0.0706776920
1669,0.0612801190
1670,0.0580957980
1671,0.0611218290
1672,0.0544351840
1673,0.0548751990
1674,0.0663505130
1675,0.0541245210
1676,0.0599655180
1677,0.0539315400
1678,0.0497669720
1679,0.0509782140
1680,0.0539459130
1681,0.0525694170
1682,0.0539128840
1683,0.0611254850
1684,0.0540865210
1685,0.0544846920
1686,0.0632969560
1687,0.0546923860
1688,0.0566148000
1689,0.0575044410
1690,0.0647889820
1691,0.0679354790
1692,0.0735667560
1693,0.0786082880
1694,0.0665532350
1695,0.0572903740
1696,0.0544155910
1697,0.0634290580
1698,0.0533734500
1699,0.0546143970
1700,0.0570743490
1701,0.0571053940
1702,0.0557367490
1703,0.0497970400
1704,0.0479580600
1705,0.0492702120
1706,0.0491620680
1707,0.0493213470
1708,0.0496712790
1709,0.0496520510
1710,0.0512816880
1711,0.0532670950
1712,0.0524326180
1713,0.0548140400
1714,0.0526654700
1715,0.0533985640
1716,0.0572834410
1717,0.0520445680
1718,0.0588737460
1719,0.0519587120
1720,0.0528812320
1721,0.0519808540
1722,0.0544608540
1723,0.0608083650
1724,0.0622605400
1725,0.0970754450
1726,0.0929788810
1727,0.0774836560
1728,0.0679816280
1729,0.0577465940
1730,0.0620869390
1731,0.0619635890
1732,0.0672124410
1733,0.0639510540
1734,0.0598747130
1735,0.0541241600
1736,0.0539163730
1737,0.0523715570
1738,0.0537543060
1739,0.0541563440
1740,0.0546445880
1741,0.0569086840
1742,0.0544265630
1743,0.0554038200
1744,0.0567069090
1745,0.0536763940
1746,0.0520348950
1747,0.0524152110
1748,0.0534807340
1749,0.0529298520
1750,0.0512891700
1751,0.0559294600
1752,0.0565113500
1753,0.0534935850
1754,0.0501354410
1755,0.0501516070
1756,0.0548716270
1757,0.0524906020
1758,0.0539199190
1759,0.0558317740
1760,0.0545070990
1761,0.0553167690
1762,0.0535624480
1763,0.0514414330
1764,0.0525445340
1765,0.0571933350
1766,0.0570128100
1767,0.0517462650
1768,0.0545762580
1769,0.0547989390
1770,0.0570464630
1771,0.0571712180
1772,0.0567329950
1773,0.0530854960
1774,0.0536651590
1775,0.0558052180
1776,0.0558369670
1777,0.0553110770
1778,0.0773303950
1779,0.0678046060
1780,0.0861560600
1781,0.0892174300
1782,0.0677996870
1783,0.0625025420
1784,0.0602835390
1785,0.0575237260
1786,0.0542411760
1787,0.0534630230
1788,0.0550266760
1789,0.0548872270
1790,0.0555119950
1791,0.0551156630
1792,0.0560311220
1793,0.0548141280
1794,0.0605721150
1795,0.0554897010
1796,0.0550229170
1797,0.0560215170
1798,0.0571254230
1799,0.0573620370
1800,0.0594957280
1801,0.0556630990
1802,0.0544476190
1803,0.0549577250
1804,0.0567613110
1805,0.0563967540
1806,0.0550180900
1807,0.0573525810
1808,0.0547862240
1809,0.0554405620
1810,0.0575377780
1811,0.0587572350
1812,0.0590122190
1813,0.0570889820
1814,0.0552400450
1815,0.0558711330
1816,0.0555532090
1817,0.0560641500
1818,0.0548090080
1819,0.0558778520
1820,0.0564924410
1821,0.0580263760
1822,0.0578264490
1823,0.0585690800
1824,0.0594322480
1825,0.0592578470
1826,0.0592261560
1827,0.0595708280
1828,0.0590224560
1829,0.0595260810
1830,0.0595008040
1831,0.0596440670
1832,0.0565997360
1833,0.0562590720
1834,0.0564155010
1835,0.0565422500
1836,0.0578674090
1837,0.0589868870
1838,0.0582067630
1839,0.0580582080
1840,0.0585626510
1841,0.0567523330
1842,0.0583907800
1843,0.0571542920
1844,0.0578242220
1845,0.0589653170
1846,0.0604409980
1847,0.0611182380
1848,0.0635787690
1849,0.0609482630
1850,0.0612287630
1851,0.0574100370
1852,0.0572980490
1853,0.0587666980
1854,0.0840663160
1855,0.0982158750
1856,0.1022177710
1857,0.0753127480
1858,0.0677061880
1859,0.0712605660
1860,0.0656401580
1861,0.0593594220
1862,0.0597540910
1863,0.0608158210
1864,0.0617725560
1865,0.0597887450
1866,0.0587377330
1867,0.0584306010
1868,0.0592731770
1869,0.0600066800
1870,0.0593030170
1871,0.0604202970
1872,0.0618238510
1873,0.0613026220
1874,0.0607091990
1875,0.0640646330
1876,0.0640750930
1877,0.0632919420
1878,0.0620732590
1879,0.0630485530
1880,0.0638864470
1881,0.0633579680
1882,0.0635552320
1883,0.0611466180
1884,0.0596657060
1885,0.0600536440
1886,0.0601877870
1887,0.0622376140
1888,0.0624549650
1889,0.0622924880
1890,0.0885947780
1891,0.0624003030
1892,0.0609631240
1893,0.0621699670
1894,0.0607286100
1895,0.0603413780
1896,0.0594255780
1897,0.0809864440
1898,0.1021500070
1899,0.0692811610
1900,0.0632141560
1901,0.0638941410
1902,0.0617864610
1903,0.0611217850
1904,0.0619399070
1905,0.0662938020
1906,0.0628372400
1907,0.0603567820
1908,0.0600361880
1909,0.0598469110
1910,0.0641557480
1911,0.0612664550
1912,0.0636236430
1913,0.0616526320
1914,0.0622192450
1915,0.0622143210
1916,0.0644777540
1917,0.0612679510
1918,0.0624306260
1919,0.0635231680
1920,0.0659915740
1921,0.0622203940
1922,0.0620072740
1923,0.0600784540
1924,0.0622754310
1925,0.0606223460
1926,0.0619101720
1927,0.0632375080
1928,0.0642509930
1929,0.0687583240
1930,0.0626737430
1931,0.0632547470
1932,0.0659686350
1933,0.0630894530
1934,0.0631509600
1935,0.0629869320
1936,0.0619470050
1937,0.0612282570
1938,0.0618113680
1939,0.0614847210
1940,0.0617466970
1941,0.0610655720
1942,0.0619132910
1943,0.0613329510
1944,0.0621878790
1945,0.0619392440
1946,0.0662778900
1947,0.0616781490
1948,0.0632935710
1949,0.0616864840
1950,0.0625244370
1951,0.0636992680
1952,0.0693767360
1953,0.0664400440
1954,0.0682157890
1955,0.0700987610
1956,0.0649410270
1957,0.0659781270
1958,0.0655276990
1959,0.0654533830
1960,0.0649340180
1961,0.0663558580
1962,0.0679291690
1963,0.0686471100
1964,0.0677709680
1965,0.0670695420
1966,0.0817206780
1967,0.0736357120
1968,0.0688458880
1969,0.0675467760
1970,0.0674079650
1971,0.0669215730
1972,0.0680978410
1973,0.0668497970
1974,0.0668356640
1975,0.0659836430
1976,0.0667143910
1977,0.0661189070
1978,0.0671097450
1979,0.0660180120
1980,0.0667116900
1981,0.0662672800
1982,0.0671184600
1983,0.0680234280
1984,0.0785409000
1985,0.0675010920
1986,0.0692951190
1987,0.0698862240
1988,0.0654433470
1989,0.0646668190
1990,0.0658818110
1991,0.0692877770
1992,0.0672531080
1993,0.0666674810
1994,0.0660940820
1995,0.0681657830
1996,0.0700837080
1997,0.0669307130
1998,0.0650026110
1999,0.0672974520
2000,0.0655323770
